id|score|comment|bookId
296|3|nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent|134
297|2|lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus|38
298|1|risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien|202
299|5|neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet|439
300|2|odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus|647
301|1|eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante|259
302|2|sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus|954
303|5|lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo|461
304|5|elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit|55
305|5|sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae|525
306|3|pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices|396
307|4|tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum|187
308|5|sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante|736
309|2|consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede|289
310|1|malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer|273
311|4|eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui|402
312|3|quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla|255
313|4|justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et|385
314|1|accumsan tortor quis turpis sed ante vivamus tortor duis mattis|925
315|5|quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu|558
316|1|viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis|119
317|2|commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit|486
318|4|elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor|963
319|3|libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti|467
320|3|libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed|345
321|5|quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut|63
322|2|volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo|109
323|2|tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien|945
324|5|nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis|916
325|1|maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque|800
326|3|semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam|438
327|4|felis sed interdum venenatis turpis enim blandit mi in porttitor pede|524
328|2|amet erat nulla tempus vivamus in felis eu sapien cursus|645
329|2|nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit|534
330|5|dui maecenas tristique est et tempus semper est quam pharetra magna|750
331|3|pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in|709
332|4|dictumst etiam faucibus cursus urna ut tellus nulla ut erat|384
333|4|eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget|989
334|3|pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio|383
335|1|vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci|485
336|5|eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam|330
337|3|at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque|742
338|3|sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit|933
339|1|tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus|125
340|2|ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla|841
341|4|morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus|987
342|3|sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec|114
343|2|est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum|426
344|3|sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc|80
345|4|est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien|768
346|3|morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus|482
347|1|bibendum felis sed interdum venenatis turpis enim blandit mi in|368
348|4|in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla|403
349|1|maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet|725
350|5|sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat|300
351|5|nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio|605
352|3|amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien|245
353|4|mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris|245
354|5|mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam|12
355|2|luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus|261
356|1|eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum|20
357|5|ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien|922
358|3|justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi|654
359|4|vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis|906
360|3|ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi|239
361|5|duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in|939
362|5|sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum|467
363|2|quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero|793
364|3|mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra|730
365|4|enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus|432
366|3|vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat|489
367|1|sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci|244
368|4|cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus|115
369|3|ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus|325
370|2|odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit|415
371|5|quam pede lobortis ligula sit amet eleifend pede libero quis orci|644
372|1|quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt|941
373|1|auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio|408
374|2|habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel|220
375|1|duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium|690
376|2|mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas|407
377|2|erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac|383
378|2|luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas|775
379|3|commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor|533
380|2|feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl|696
381|5|morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus|966
382|2|a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor|251
383|4|proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum|483
384|2|massa quis augue luctus tincidunt nulla mollis molestie lorem quisque|139
385|2|nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit|565
386|4|massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas|765
387|5|pellentesque at nulla suspendisse potenti cras in purus eu magna|256
388|5|praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante|594
389|1|ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra|224
390|4|platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt|609
391|2|augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula|582
392|4|in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus|585
393|1|lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum|202
394|3|nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio|692
395|1|penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean|639
396|2|eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit|211
397|3|lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus|739
398|2|vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes|276
399|1|odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie|429
400|3|elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum|558
401|5|hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum|714
402|1|volutpat dui maecenas tristique est et tempus semper est quam pharetra magna|795
403|1|tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo|495
404|3|dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam|788
405|1|luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus|34
406|3|ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur|459
407|1|suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce|235
408|1|vivamus in felis eu sapien cursus vestibulum proin eu mi|126
409|2|curae duis faucibus accumsan odio curabitur convallis duis consequat dui|193
410|3|et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing|903
411|5|orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt|390
412|5|eget nunc donec quis orci eget orci vehicula condimentum curabitur in|249
413|3|dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros|23
414|1|in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque|449
415|2|lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis|558
416|1|nisi at nibh in hac habitasse platea dictumst aliquam augue quam|326
417|2|leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper|665
418|5|dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor|327
419|2|non pretium quis lectus suspendisse potenti in eleifend quam a odio in|426
420|2|in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat|800
421|2|ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy|155
422|4|orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus|113
423|3|aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam|503
424|4|lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper|310
425|1|massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus|220
426|2|hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo|365
427|1|ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent|594
428|2|rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia|724
429|4|feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien|514
430|1|in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis|762
431|3|erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a|437
432|4|venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate|775
433|1|amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras|86
434|5|justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit|863
435|4|luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a|854
436|1|tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum|988
437|1|orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum|26
438|2|natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque|915
439|2|cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam|498
440|2|sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu|609
441|3|arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst|838
442|3|lorem id ligula suspendisse ornare consequat lectus in est risus|766
443|4|pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet|398
444|5|nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id|780
445|4|pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla|567
446|3|adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec|115
447|5|diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis|778
448|5|amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor|883
449|3|duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit|634
450|2|ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus|144
451|1|in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus|786
452|2|mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra|260
453|4|rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis|268
454|4|feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce|769
455|1|lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst|943
456|2|nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis|516
457|4|volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit|195
458|5|eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in|446
459|4|felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc|20
460|3|sollicitudin mi sit amet lobortis sapien sapien non mi integer|352
461|1|adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus|479
462|2|sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed|405
463|5|lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare|298
464|3|ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus|230
465|4|quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis|772
466|2|sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus|523
467|4|turpis donec posuere metus vitae ipsum aliquam non mauris morbi non|442
468|3|vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in|565
469|5|quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum|812
470|5|ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor|772
471|1|consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer|978
472|2|augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis|778
473|2|tempus vel pede morbi porttitor lorem id ligula suspendisse ornare|757
474|5|a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur|58
475|2|vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa|118
476|4|nullam porttitor lacus at turpis donec posuere metus vitae ipsum|806
477|3|magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus|153
478|1|vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia|144
479|4|blandit non interdum in ante vestibulum ante ipsum primis in faucibus|144
480|3|et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui|994
481|2|in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu|689
482|2|nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis|425
483|4|leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam|510
484|5|neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices|123
485|2|sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor|495
486|2|congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat|721
487|5|ac nibh fusce lacus purus aliquet at feugiat non pretium quis|732
488|4|orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi|486
489|5|ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin|79
490|4|ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse|523
491|4|ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent|836
492|1|mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis|947
493|5|eu massa donec dapibus duis at velit eu est congue elementum|749
494|4|lectus vestibulum quam sapien varius ut blandit non interdum in ante|142
495|2|pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus|767
496|3|velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat|318
497|4|a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor|741
498|5|justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse|567
499|1|mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla|604
500|4|id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo|437
501|5|cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor|259
502|2|mauris vulputate elementum nullam varius nulla facilisi cras non velit nec|980
503|4|eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis|149
504|2|felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus|741
505|4|morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel|537
506|3|consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id|868
507|2|arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium|916
508|5|felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec|301
509|3|quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt|812
510|2|pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit|640
511|1|aenean fermentum donec ut mauris eget massa tempor convallis nulla neque|501
512|2|sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non|233
513|3|primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum|283
514|5|vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec|776
515|3|congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque|391
516|3|varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla|173
517|4|natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis|365
518|1|consequat morbi a ipsum integer a nibh in quis justo|120
519|4|faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam|141
520|1|congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc|851
521|3|in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum|923
522|1|condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit|419
523|3|habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum|862
524|5|lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede|329
525|1|imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat|888
526|3|natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean|676
527|1|duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque|84
528|4|in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem|605
529|3|nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum|737
530|3|ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae|610
531|3|nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla|958
532|4|dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non|125
533|5|non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus|812
534|2|ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut|52
535|1|justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat|82
536|5|consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis|798
537|4|sit amet eros suspendisse accumsan tortor quis turpis sed ante|501
538|2|a feugiat et eros vestibulum ac est lacinia nisi venenatis|352
539|4|faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel|787
540|4|ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl|114
541|3|morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet|759
542|1|vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi|613
543|3|mi in porttitor pede justo eu massa donec dapibus duis at velit|309
544|3|pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis|672
545|4|non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae|420
546|3|risus auctor sed tristique in tempus sit amet sem fusce|78
547|2|et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi|124
548|3|volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in|247
549|4|sapien sapien non mi integer ac neque duis bibendum morbi non quam|824
550|3|diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae|34
551|3|vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis|964
552|1|platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem|763
553|4|suspendisse potenti nullam porttitor lacus at turpis donec posuere metus|49
554|2|pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra|303
555|3|venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada|358
556|4|ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus|166
557|3|pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut|481
558|1|venenatis turpis enim blandit mi in porttitor pede justo eu massa donec|730
559|3|turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy|521
560|4|pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede|12
561|4|semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis|287
562|1|erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus|532
563|5|quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem|487
564|5|non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque|461
565|5|convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla|878
566|4|urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi|93
567|2|nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in|498
568|2|orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a|117
569|3|pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi|89
570|1|morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis|476
571|1|id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede|847
572|3|vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere|17
573|1|cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis|695
574|1|pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient|492
575|2|augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis|267
576|2|lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit|700
577|4|cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer|560
578|4|turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel|600
579|2|in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor|484
580|5|non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue|599
581|5|amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien|482
582|1|nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla|603
583|5|vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula|6
584|2|nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque|43
585|4|vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis|271
586|3|turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum|677
587|5|at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel|478
